fid,AREA_HA,PERIMETRO_M,TAMANHO,INDICE_FORMA,CLASSE_FORMA,AREA_NUCLEAR_HA,ISOLAMENTO_M,CLASSE_CONECTIVIDADE,MUNICIPIOS
639,5.04,1205.59,Pequeno (5-10 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0.3,199.49,Média conectividade (100-500 m),Mimoso do Sul
640,13.77,1481.02,Médio (10-100 ha),1.13,"Compacto (DI < 1,5)",7.42,27.32,Alta conectividade (< 100 m),Mimoso do Sul
641,1.91,767.62,Muito pequeno (< 5 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",0,283.55,Média conectividade (100-500 m),Mimoso do Sul
642,7.87,1188.91,Pequeno (5-10 ha),1.2,"Compacto (DI < 1,5)",2.97,18.95,Alta conectividade (< 100 m),Presidente Kennedy
643,6.79,1503.25,Pequeno (5-10 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",1.86,36.11,Alta conectividade (< 100 m),Mimoso do Sul
644,1.1,449.29,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,258.73,Média conectividade (100-500 m),Presidente Kennedy
645,0.73,530.11,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0,97.56,Alta conectividade (< 100 m),Mimoso do Sul
646,37.86,2742.28,Médio (10-100 ha),1.26,"Compacto (DI < 1,5)",25.44,21.33,Alta conectividade (< 100 m),Mimoso do Sul
647,1292.85,88160.82,Muito grande (≥ 250 ha),6.92,"Muito alongado (DI ≥ 2,0)",891.08,12.77,Alta conectividade (< 100 m),"Mimoso do Sul,Atílio Vivácqua,Muqui"
648,8.94,1526.24,Pequeno (5-10 ha),1.44,"Compacto (DI < 1,5)",2.71,17.59,Alta conectividade (< 100 m),Mimoso do Sul
649,5.56,1683.49,Pequeno (5-10 ha),2.01,"Muito alongado (DI ≥ 2,0)",0.37,76.41,Alta conectividade (< 100 m),"Mimoso do Sul,Presidente Kennedy"
650,0.57,616.53,Muito pequeno (< 5 ha),2.31,"Muito alongado (DI ≥ 2,0)",0,802.81,Baixa conectividade (≥ 500 m),Mimoso do Sul
651,14.72,1769.86,Médio (10-100 ha),1.3,"Compacto (DI < 1,5)",6.95,130.11,Média conectividade (100-500 m),Presidente Kennedy
652,34.89,3493.19,Médio (10-100 ha),1.67,"Alongado (1,5 ≤ DI < 2,0)",19.74,17.59,Alta conectividade (< 100 m),Mimoso do Sul
653,6,901.96,Pequeno (5-10 ha),1.04,"Compacto (DI < 1,5)",2.29,27.32,Alta conectividade (< 100 m),Mimoso do Sul
654,0.87,478.79,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,34.08,Alta conectividade (< 100 m),Mimoso do Sul
655,6.43,2000.02,Pequeno (5-10 ha),2.23,"Muito alongado (DI ≥ 2,0)",0.72,164.27,Média conectividade (100-500 m),Mimoso do Sul
656,16.44,2064.8,Médio (10-100 ha),1.44,"Compacto (DI < 1,5)",7.29,66.79,Alta conectividade (< 100 m),Mimoso do Sul
657,8.35,1450.33,Pequeno (5-10 ha),1.42,"Compacto (DI < 1,5)",1.99,378.57,Média conectividade (100-500 m),Mimoso do Sul
658,3.09,701.41,Muito pequeno (< 5 ha),1.13,"Compacto (DI < 1,5)",0.46,436.58,Média conectividade (100-500 m),Presidente Kennedy
659,1.19,469.29,Muito pequeno (< 5 ha),1.21,"Compacto (DI < 1,5)",0,216.39,Média conectividade (100-500 m),Mimoso do Sul
660,1.36,675.99,Muito pequeno (< 5 ha),1.64,"Alongado (1,5 ≤ DI < 2,0)",0,192.42,Média conectividade (100-500 m),Mimoso do Sul
661,13.64,1606.94,Médio (10-100 ha),1.23,"Compacto (DI < 1,5)",6.53,196.26,Média conectividade (100-500 m),Presidente Kennedy
662,3.29,1028.91,Muito pequeno (< 5 ha),1.6,"Alongado (1,5 ≤ DI < 2,0)",0.03,59.15,Alta conectividade (< 100 m),Mimoso do Sul
663,3.06,962.42,Muito pequeno (< 5 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",0.28,81.18,Alta conectividade (< 100 m),Presidente Kennedy
664,1.91,829.49,Muito pequeno (< 5 ha),1.69,"Alongado (1,5 ≤ DI < 2,0)",0,33.36,Alta conectividade (< 100 m),Mimoso do Sul
665,0.52,301.14,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,430.93,Média conectividade (100-500 m),Presidente Kennedy
666,33.49,3216.11,Médio (10-100 ha),1.57,"Alongado (1,5 ≤ DI < 2,0)",18.72,37.62,Alta conectividade (< 100 m),Mimoso do Sul
667,1.96,581.22,Muito pequeno (< 5 ha),1.17,"Compacto (DI < 1,5)",0.04,130.11,Média conectividade (100-500 m),Presidente Kennedy
668,40.78,4698.51,Médio (10-100 ha),2.08,"Muito alongado (DI ≥ 2,0)",18.94,33.72,Alta conectividade (< 100 m),Mimoso do Sul
669,61.2,6790.58,Médio (10-100 ha),2.45,"Muito alongado (DI ≥ 2,0)",30.06,18.82,Alta conectividade (< 100 m),Mimoso do Sul
670,367.37,16270.05,Muito grande (≥ 250 ha),2.39,"Muito alongado (DI ≥ 2,0)",288.35,40.33,Alta conectividade (< 100 m),Mimoso do Sul
671,20.15,1971.44,Médio (10-100 ha),1.24,"Compacto (DI < 1,5)",11.68,75.09,Alta conectividade (< 100 m),Mimoso do Sul
672,0.9,542.36,Muito pequeno (< 5 ha),1.62,"Alongado (1,5 ≤ DI < 2,0)",0,115.12,Média conectividade (100-500 m),Presidente Kennedy
673,3.92,879.6,Muito pequeno (< 5 ha),1.25,"Compacto (DI < 1,5)",0.64,88.05,Alta conectividade (< 100 m),Mimoso do Sul
674,16.54,1672.87,Médio (10-100 ha),1.16,"Compacto (DI < 1,5)",9.22,33.36,Alta conectividade (< 100 m),Mimoso do Sul
675,1.33,621.88,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,278.9,Média conectividade (100-500 m),Mimoso do Sul
676,2.89,715.61,Muito pequeno (< 5 ha),1.19,"Compacto (DI < 1,5)",0.26,57.88,Alta conectividade (< 100 m),Presidente Kennedy
677,2.54,1275.56,Muito pequeno (< 5 ha),2.26,"Muito alongado (DI ≥ 2,0)",0,236.94,Média conectividade (100-500 m),Mimoso do Sul
678,5.78,1040.23,Pequeno (5-10 ha),1.22,"Compacto (DI < 1,5)",1.76,32.25,Alta conectividade (< 100 m),Mimoso do Sul
679,1.17,530.93,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,75.09,Alta conectividade (< 100 m),Mimoso do Sul
680,0.72,381.95,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0,115.12,Média conectividade (100-500 m),Presidente Kennedy
681,1.77,580.45,Muito pequeno (< 5 ha),1.23,"Compacto (DI < 1,5)",0,430.93,Média conectividade (100-500 m),Presidente Kennedy
682,10.06,1430.39,Médio (10-100 ha),1.27,"Compacto (DI < 1,5)",4.01,32.25,Alta conectividade (< 100 m),Mimoso do Sul
684,45.98,7629.87,Médio (10-100 ha),3.17,"Muito alongado (DI ≥ 2,0)",21.53,44.93,Alta conectividade (< 100 m),Mimoso do Sul
685,34.64,8719.03,Médio (10-100 ha),4.18,"Muito alongado (DI ≥ 2,0)",9.34,57.88,Alta conectividade (< 100 m),"Mimoso do Sul,Presidente Kennedy"
686,6.81,1016.51,Pequeno (5-10 ha),1.1,"Compacto (DI < 1,5)",2.53,196.26,Média conectividade (100-500 m),Presidente Kennedy
687,76.91,11321.68,Médio (10-100 ha),3.64,"Muito alongado (DI ≥ 2,0)",27.86,13.1,Alta conectividade (< 100 m),Mimoso do Sul
688,16.53,1918.51,Médio (10-100 ha),1.33,"Compacto (DI < 1,5)",8.14,217.72,Média conectividade (100-500 m),Mimoso do Sul
689,0.59,298.12,Muito pequeno (< 5 ha),1.09,"Compacto (DI < 1,5)",0,383.65,Média conectividade (100-500 m),Mimoso do Sul
690,4.12,1147.66,Muito pequeno (< 5 ha),1.59,"Alongado (1,5 ≤ DI < 2,0)",0.43,335.45,Média conectividade (100-500 m),Mimoso do Sul
691,0.9,602.11,Muito pequeno (< 5 ha),1.79,"Alongado (1,5 ≤ DI < 2,0)",0,222.66,Média conectividade (100-500 m),Mimoso do Sul
692,20.75,3084.08,Médio (10-100 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",7.63,173.8,Média conectividade (100-500 m),Mimoso do Sul
693,1.37,491.58,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,75.01,Alta conectividade (< 100 m),Mimoso do Sul
694,1.49,521.19,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0.01,62.09,Alta conectividade (< 100 m),Mimoso do Sul
695,5.48,1010.45,Pequeno (5-10 ha),1.22,"Compacto (DI < 1,5)",1.49,62,Alta conectividade (< 100 m),Mimoso do Sul
696,14.37,2225.69,Médio (10-100 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",4.31,75.01,Alta conectividade (< 100 m),Mimoso do Sul
697,3.73,1919.81,Muito pequeno (< 5 ha),2.81,"Muito alongado (DI ≥ 2,0)",0,44.93,Alta conectividade (< 100 m),Mimoso do Sul
698,2.27,700.13,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0.01,49.39,Alta conectividade (< 100 m),Mimoso do Sul
699,0.65,299.91,Muito pequeno (< 5 ha),1.05,"Compacto (DI < 1,5)",0,363.57,Média conectividade (100-500 m),Mimoso do Sul
700,12.54,1345.53,Médio (10-100 ha),1.07,"Compacto (DI < 1,5)",6.63,741.64,Baixa conectividade (≥ 500 m),Presidente Kennedy
701,2.22,724.68,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0,18.82,Alta conectividade (< 100 m),Mimoso do Sul
702,6.77,1615.57,Pequeno (5-10 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",1.08,188.33,Média conectividade (100-500 m),Mimoso do Sul
703,3.48,852.09,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0.41,292.83,Média conectividade (100-500 m),Mimoso do Sul
704,2.19,599.79,Muito pequeno (< 5 ha),1.14,"Compacto (DI < 1,5)",0.11,40.33,Alta conectividade (< 100 m),Mimoso do Sul
705,9,1785.52,Pequeno (5-10 ha),1.68,"Alongado (1,5 ≤ DI < 2,0)",2.56,62,Alta conectividade (< 100 m),Mimoso do Sul
706,9.72,1371.2,Pequeno (5-10 ha),1.24,"Compacto (DI < 1,5)",4.02,516.57,Baixa conectividade (≥ 500 m),Mimoso do Sul
707,0.69,331.25,Muito pequeno (< 5 ha),1.12,"Compacto (DI < 1,5)",0,37.97,Alta conectividade (< 100 m),Mimoso do Sul
708,0.62,408.85,Muito pequeno (< 5 ha),1.47,"Compacto (DI < 1,5)",0,86.16,Alta conectividade (< 100 m),Mimoso do Sul
709,15.4,1710.16,Médio (10-100 ha),1.23,"Compacto (DI < 1,5)",7.81,54.14,Alta conectividade (< 100 m),Mimoso do Sul
710,2.98,904.81,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,41.6,Alta conectividade (< 100 m),Mimoso do Sul
711,25.23,3861.37,Médio (10-100 ha),2.17,"Muito alongado (DI ≥ 2,0)",9.91,439.3,Média conectividade (100-500 m),Mimoso do Sul
712,0.67,511,Muito pequeno (< 5 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",0,12.77,Alta conectividade (< 100 m),Mimoso do Sul
713,7.79,1126.62,Pequeno (5-10 ha),1.14,"Compacto (DI < 1,5)",3.03,54.14,Alta conectividade (< 100 m),Mimoso do Sul
714,184.71,15248.94,Grande (100-250 ha),3.17,"Muito alongado (DI ≥ 2,0)",112.24,13.81,Alta conectividade (< 100 m),Mimoso do Sul
715,1.25,430.05,Muito pequeno (< 5 ha),1.08,"Compacto (DI < 1,5)",0.02,369.77,Média conectividade (100-500 m),Mimoso do Sul
716,3.11,872.69,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,143.94,Média conectividade (100-500 m),Mimoso do Sul
717,19.47,2776.11,Médio (10-100 ha),1.77,"Alongado (1,5 ≤ DI < 2,0)",7.45,199.42,Média conectividade (100-500 m),Mimoso do Sul
718,14.27,1807.75,Médio (10-100 ha),1.35,"Compacto (DI < 1,5)",6.15,87.34,Alta conectividade (< 100 m),Mimoso do Sul
719,1.47,459.03,Muito pequeno (< 5 ha),1.07,"Compacto (DI < 1,5)",0.02,262.19,Média conectividade (100-500 m),Mimoso do Sul
720,6.14,1051.37,Pequeno (5-10 ha),1.2,"Compacto (DI < 1,5)",1.92,26.9,Alta conectividade (< 100 m),Mimoso do Sul
721,21.37,3747.32,Médio (10-100 ha),2.29,"Muito alongado (DI ≥ 2,0)",6.82,182.48,Média conectividade (100-500 m),Mimoso do Sul
722,1.5,545.96,Muito pequeno (< 5 ha),1.26,"Compacto (DI < 1,5)",0,13.1,Alta conectividade (< 100 m),Mimoso do Sul
723,1.01,411.34,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0,191.71,Média conectividade (100-500 m),Mimoso do Sul
724,36.56,4157.43,Médio (10-100 ha),1.94,"Alongado (1,5 ≤ DI < 2,0)",17.15,206.47,Média conectividade (100-500 m),Mimoso do Sul
725,2.48,1047.95,Muito pequeno (< 5 ha),1.88,"Alongado (1,5 ≤ DI < 2,0)",0,26.9,Alta conectividade (< 100 m),Mimoso do Sul
726,4.27,1222.87,Muito pequeno (< 5 ha),1.67,"Alongado (1,5 ≤ DI < 2,0)",0.23,13.81,Alta conectividade (< 100 m),Mimoso do Sul
727,16.14,1605.78,Médio (10-100 ha),1.13,"Compacto (DI < 1,5)",8.99,525.1,Baixa conectividade (≥ 500 m),Mimoso do Sul
728,6,1073.13,Pequeno (5-10 ha),1.24,"Compacto (DI < 1,5)",1.72,21.55,Alta conectividade (< 100 m),"Mimoso do Sul,Muqui"
729,1.4,625.08,Muito pequeno (< 5 ha),1.49,"Compacto (DI < 1,5)",0,72.57,Alta conectividade (< 100 m),Mimoso do Sul
730,9.96,1645.62,Pequeno (5-10 ha),1.47,"Compacto (DI < 1,5)",2.96,333.36,Média conectividade (100-500 m),Mimoso do Sul
731,41.96,4298.58,Médio (10-100 ha),1.87,"Alongado (1,5 ≤ DI < 2,0)",24.29,18.5,Alta conectividade (< 100 m),Mimoso do Sul
732,13.57,2271.22,Médio (10-100 ha),1.74,"Alongado (1,5 ≤ DI < 2,0)",3.12,272.66,Média conectividade (100-500 m),Mimoso do Sul
733,5.96,1028.18,Pequeno (5-10 ha),1.19,"Compacto (DI < 1,5)",1.8,17.59,Alta conectividade (< 100 m),Mimoso do Sul
734,0.77,426.75,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0,586.41,Baixa conectividade (≥ 500 m),Mimoso do Sul
735,1.77,730.44,Muito pequeno (< 5 ha),1.55,"Alongado (1,5 ≤ DI < 2,0)",0,354.6,Média conectividade (100-500 m),Mimoso do Sul
736,13.59,1685.51,Médio (10-100 ha),1.29,"Compacto (DI < 1,5)",6.04,117.56,Média conectividade (100-500 m),Mimoso do Sul
737,8.76,1434.94,Pequeno (5-10 ha),1.37,"Compacto (DI < 1,5)",2.84,117.56,Média conectividade (100-500 m),Mimoso do Sul
738,11.15,2871.28,Médio (10-100 ha),2.43,"Muito alongado (DI ≥ 2,0)",1.71,53.64,Alta conectividade (< 100 m),Mimoso do Sul
739,0.51,590.17,Muito pequeno (< 5 ha),2.34,"Muito alongado (DI ≥ 2,0)",0,55.12,Alta conectividade (< 100 m),Mimoso do Sul
740,1.21,629.55,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0,111.18,Média conectividade (100-500 m),Mimoso do Sul
741,1.29,609.48,Muito pequeno (< 5 ha),1.52,"Alongado (1,5 ≤ DI < 2,0)",0,111.18,Média conectividade (100-500 m),Mimoso do Sul
742,3.51,1067.09,Muito pequeno (< 5 ha),1.61,"Alongado (1,5 ≤ DI < 2,0)",0.02,18.36,Alta conectividade (< 100 m),Mimoso do Sul
743,15.37,3557.29,Médio (10-100 ha),2.56,"Muito alongado (DI ≥ 2,0)",2.49,37.83,Alta conectividade (< 100 m),Mimoso do Sul
744,0.56,355.1,Muito pequeno (< 5 ha),1.34,"Compacto (DI < 1,5)",0,37.83,Alta conectividade (< 100 m),Mimoso do Sul
745,1.06,668.38,Muito pequeno (< 5 ha),1.83,"Alongado (1,5 ≤ DI < 2,0)",0,53.64,Alta conectividade (< 100 m),Mimoso do Sul
746,1.57,722.11,Muito pequeno (< 5 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",0,29.5,Alta conectividade (< 100 m),Mimoso do Sul
747,0.87,488.98,Muito pequeno (< 5 ha),1.48,"Compacto (DI < 1,5)",0,143.48,Média conectividade (100-500 m),Mimoso do Sul
748,6.42,2333.73,Pequeno (5-10 ha),2.6,"Muito alongado (DI ≥ 2,0)",0,116.97,Média conectividade (100-500 m),Mimoso do Sul
749,0.92,474.21,Muito pequeno (< 5 ha),1.39,"Compacto (DI < 1,5)",0,180.79,Média conectividade (100-500 m),Mimoso do Sul
750,1.96,823.06,Muito pequeno (< 5 ha),1.66,"Alongado (1,5 ≤ DI < 2,0)",0,18.36,Alta conectividade (< 100 m),Mimoso do Sul
751,32.52,4785.18,Médio (10-100 ha),2.37,"Muito alongado (DI ≥ 2,0)",13.07,17.59,Alta conectividade (< 100 m),Mimoso do Sul
752,0.56,632.11,Muito pequeno (< 5 ha),2.38,"Muito alongado (DI ≥ 2,0)",0,26.16,Alta conectividade (< 100 m),Mimoso do Sul
753,1.12,401.09,Muito pequeno (< 5 ha),1.07,"Compacto (DI < 1,5)",0,274.13,Média conectividade (100-500 m),Mimoso do Sul
754,1.54,917.42,Muito pequeno (< 5 ha),2.09,"Muito alongado (DI ≥ 2,0)",0,26.16,Alta conectividade (< 100 m),Mimoso do Sul
755,2.19,721.12,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0.07,243.64,Média conectividade (100-500 m),Mimoso do Sul
756,4.18,1599.72,Muito pequeno (< 5 ha),2.21,"Muito alongado (DI ≥ 2,0)",0.02,80.36,Alta conectividade (< 100 m),Mimoso do Sul
757,1.5,552.31,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0,68.36,Alta conectividade (< 100 m),Mimoso do Sul
758,2.36,691.11,Muito pequeno (< 5 ha),1.27,"Compacto (DI < 1,5)",0.06,506.05,Baixa conectividade (≥ 500 m),Mimoso do Sul
759,8.06,1423.59,Pequeno (5-10 ha),1.41,"Compacto (DI < 1,5)",2.11,138.73,Média conectividade (100-500 m),Mimoso do Sul
760,0.55,372.83,Muito pequeno (< 5 ha),1.42,"Compacto (DI < 1,5)",0,80.36,Alta conectividade (< 100 m),Mimoso do Sul
761,1.01,748.46,Muito pequeno (< 5 ha),2.1,"Muito alongado (DI ≥ 2,0)",0,218.12,Média conectividade (100-500 m),Mimoso do Sul
762,6.47,1470.68,Pequeno (5-10 ha),1.63,"Alongado (1,5 ≤ DI < 2,0)",0.95,68.36,Alta conectividade (< 100 m),Mimoso do Sul
763,1.95,716.14,Muito pequeno (< 5 ha),1.45,"Compacto (DI < 1,5)",0,172.14,Média conectividade (100-500 m),Mimoso do Sul
764,1.18,427,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0,243.64,Média conectividade (100-500 m),Mimoso do Sul
765,0.87,346.83,Muito pequeno (< 5 ha),1.05,"Compacto (DI < 1,5)",0,98.75,Alta conectividade (< 100 m),Mimoso do Sul
766,1.25,421.45,Muito pequeno (< 5 ha),1.06,"Compacto (DI < 1,5)",0.01,397.27,Média conectividade (100-500 m),Mimoso do Sul
767,12.08,1535.49,Médio (10-100 ha),1.25,"Compacto (DI < 1,5)",5.55,187.24,Média conectividade (100-500 m),Mimoso do Sul
768,694.89,80696.95,Muito grande (≥ 250 ha),8.64,"Muito alongado (DI ≥ 2,0)",356.59,17.81,Alta conectividade (< 100 m),Mimoso do Sul
769,0.82,451.04,Muito pequeno (< 5 ha),1.4,"Compacto (DI < 1,5)",0,17.81,Alta conectividade (< 100 m),Mimoso do Sul
770,3.64,2466.37,Muito pequeno (< 5 ha),3.65,"Muito alongado (DI ≥ 2,0)",0,67.89,Alta conectividade (< 100 m),Mimoso do Sul
772,3.57,776.06,Muito pequeno (< 5 ha),1.16,"Compacto (DI < 1,5)",0.65,60.82,Alta conectividade (< 100 m),Mimoso do Sul
773,1.22,688.83,Muito pequeno (< 5 ha),1.76,"Alongado (1,5 ≤ DI < 2,0)",0,276.48,Média conectividade (100-500 m),Mimoso do Sul
774,0.61,328.75,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,138.73,Média conectividade (100-500 m),Mimoso do Sul
776,4.94,1432.4,Muito pequeno (< 5 ha),1.82,"Alongado (1,5 ≤ DI < 2,0)",0.17,165.2,Média conectividade (100-500 m),Mimoso do Sul
777,2.42,966.67,Muito pequeno (< 5 ha),1.75,"Alongado (1,5 ≤ DI < 2,0)",0,67.21,Alta conectividade (< 100 m),Mimoso do Sul
779,1.38,655.58,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0,14.46,Alta conectividade (< 100 m),Mimoso do Sul
780,14.42,2122.57,Médio (10-100 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",4.85,67.89,Alta conectividade (< 100 m),Mimoso do Sul
781,2.85,775.15,Muito pequeno (< 5 ha),1.29,"Compacto (DI < 1,5)",0.2,155.18,Média conectividade (100-500 m),Mimoso do Sul
782,4.79,1227.01,Muito pequeno (< 5 ha),1.58,"Alongado (1,5 ≤ DI < 2,0)",0.61,377.33,Média conectividade (100-500 m),Mimoso do Sul
784,0.72,434.37,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,14.46,Alta conectividade (< 100 m),Mimoso do Sul
785,1.08,653.53,Muito pequeno (< 5 ha),1.78,"Alongado (1,5 ≤ DI < 2,0)",0,150.87,Média conectividade (100-500 m),Mimoso do Sul
786,1.23,463.19,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,164.28,Média conectividade (100-500 m),Mimoso do Sul
787,2.32,583.23,Muito pequeno (< 5 ha),1.08,"Compacto (DI < 1,5)",0.3,60.82,Alta conectividade (< 100 m),Mimoso do Sul
788,668.37,37689.7,Muito grande (≥ 250 ha),4.11,"Muito alongado (DI ≥ 2,0)",487.93,25.72,Alta conectividade (< 100 m),Mimoso do Sul
789,4.32,1839.04,Muito pequeno (< 5 ha),2.5,"Muito alongado (DI ≥ 2,0)",0,63.17,Alta conectividade (< 100 m),Mimoso do Sul
790,23.97,3679.09,Médio (10-100 ha),2.12,"Muito alongado (DI ≥ 2,0)",8.5,8.42,Alta conectividade (< 100 m),Mimoso do Sul
791,11.31,4240.8,Médio (10-100 ha),3.56,"Muito alongado (DI ≥ 2,0)",0.1,8.42,Alta conectividade (< 100 m),Mimoso do Sul
793,5.64,996.89,Pequeno (5-10 ha),1.18,"Compacto (DI < 1,5)",1.57,90.87,Alta conectividade (< 100 m),Mimoso do Sul
794,1.38,763.91,Muito pequeno (< 5 ha),1.84,"Alongado (1,5 ≤ DI < 2,0)",0,213.99,Média conectividade (100-500 m),Mimoso do Sul
795,10.49,1318.54,Médio (10-100 ha),1.15,"Compacto (DI < 1,5)",4.78,347.9,Média conectividade (100-500 m),Mimoso do Sul
796,6.65,1395.81,Pequeno (5-10 ha),1.53,"Alongado (1,5 ≤ DI < 2,0)",1.8,285.7,Média conectividade (100-500 m),Mimoso do Sul
797,2.45,609.09,Muito pequeno (< 5 ha),1.1,"Compacto (DI < 1,5)",0.32,56.56,Alta conectividade (< 100 m),Mimoso do Sul
798,0.75,361.95,Muito pequeno (< 5 ha),1.18,"Compacto (DI < 1,5)",0,70.09,Alta conectividade (< 100 m),Mimoso do Sul
799,0.8,603.37,Muito pequeno (< 5 ha),1.91,"Alongado (1,5 ≤ DI < 2,0)",0,100.28,Média conectividade (100-500 m),Mimoso do Sul
800,9.26,1212.17,Pequeno (5-10 ha),1.12,"Compacto (DI < 1,5)",4.16,44.79,Alta conectividade (< 100 m),Mimoso do Sul
801,2.87,721.38,Muito pequeno (< 5 ha),1.2,"Compacto (DI < 1,5)",0.43,14.46,Alta conectividade (< 100 m),Mimoso do Sul
802,3.8,732.19,Muito pequeno (< 5 ha),1.06,"Compacto (DI < 1,5)",1,547.53,Baixa conectividade (≥ 500 m),Mimoso do Sul
803,3.2,825.5,Muito pequeno (< 5 ha),1.3,"Compacto (DI < 1,5)",0.09,113.14,Média conectividade (100-500 m),Mimoso do Sul
804,38.33,7609.23,Médio (10-100 ha),3.47,"Muito alongado (DI ≥ 2,0)",10.84,18.84,Alta conectividade (< 100 m),Mimoso do Sul
805,1.57,580.5,Muito pequeno (< 5 ha),1.31,"Compacto (DI < 1,5)",0,80.59,Alta conectividade (< 100 m),Mimoso do Sul
806,4.63,1914.09,Muito pequeno (< 5 ha),2.51,"Muito alongado (DI ≥ 2,0)",0,234.21,Média conectividade (100-500 m),Mimoso do Sul
807,25.28,3601.04,Médio (10-100 ha),2.02,"Muito alongado (DI ≥ 2,0)",9.14,45.19,Alta conectividade (< 100 m),Mimoso do Sul
808,0.56,382.01,Muito pequeno (< 5 ha),1.44,"Compacto (DI < 1,5)",0,56.56,Alta conectividade (< 100 m),Mimoso do Sul
809,1.16,754.95,Muito pequeno (< 5 ha),1.98,"Alongado (1,5 ≤ DI < 2,0)",0,29.35,Alta conectividade (< 100 m),Mimoso do Sul
810,0.96,387.06,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0,14.46,Alta conectividade (< 100 m),Mimoso do Sul
811,1.06,454.53,Muito pequeno (< 5 ha),1.24,"Compacto (DI < 1,5)",0,67.68,Alta conectividade (< 100 m),Mimoso do Sul
812,2.38,750.57,Muito pequeno (< 5 ha),1.37,"Compacto (DI < 1,5)",0.19,213.99,Média conectividade (100-500 m),Mimoso do Sul
813,1.63,884.34,Muito pequeno (< 5 ha),1.95,"Alongado (1,5 ≤ DI < 2,0)",0,38.53,Alta conectividade (< 100 m),Mimoso do Sul
814,1.67,918.83,Muito pequeno (< 5 ha),2,"Muito alongado (DI ≥ 2,0)",0,122.23,Média conectividade (100-500 m),Mimoso do Sul
815,1.65,505.19,Muito pequeno (< 5 ha),1.11,"Compacto (DI < 1,5)",0.07,105.01,Média conectividade (100-500 m),Mimoso do Sul
816,16.48,2476.42,Médio (10-100 ha),1.72,"Alongado (1,5 ≤ DI < 2,0)",6.23,96.68,Alta conectividade (< 100 m),Mimoso do Sul
